Actual,Predicted,XGB_Prob,AE_Error,Final_Score
0,0,5.36006e-06,0.036435883,1.0
1,1,0.99999094,1.6790044,4.0076804
0,0,8.658671e-05,0.22393799,-0.003876567
0,0,5.446942e-05,0.14624652,1.0
0,0,0.036765262,0.14988175,0.33202606
0,0,8.236716e-06,0.14100268,1.6670802
0,0,6.0709386e-05,0.24097756,1.0
0,0,5.5507867e-06,0.025612213,1.0
1,1,0.99999547,1.3787484,4.0077252
0,0,4.097101e-05,0.6298555,-0.00388062
0,0,7.0918722e-06,0.1603992,0.3342262
0,0,4.439773e-05,0.15605445,1.0
1,1,0.9999958,1.1314656,4.0077286
0,0,4.4173566e-06,0.037279002,-0.0038810968
0,0,5.968478e-06,0.033964265,1.0
0,0,2.8872973e-05,0.87407047,1.665774
0,0,7.956502e-06,0.043380767,0.3342262
1,1,0.999984,3.5486205,4.007613
0,0,8.1670194e-05,0.14551142,-0.0038704872
0,0,5.004425e-06,0.040588483,1.0
0,0,1.6669024e-05,0.121810645,1.0
0,0,1.823182e-05,0.23980935,1.0
0,0,7.0959386e-06,0.024504188,1.0
0,0,1.2046423e-05,0.39383623,1.0
0,0,5.667536e-06,0.036186703,1.0
1,1,0.9999944,2.228444,4.0077147
0,0,7.650807e-05,0.1662711,-0.0038797855
1,1,0.99925214,0.16616833,4.0004244
0,0,0.00015077817,0.089809775,-0.003206849
0,0,5.367933e-06,0.03772435,1.0
0,0,4.474165e-06,0.12434188,1.0
0,0,5.3631793e-06,0.032550894,1.0
0,0,7.177871e-06,0.028353062,1.0
0,0,9.186863e-06,0.57038015,1.0
0,0,1.4722405e-05,0.09152908,1.0
0,0,0.0005231605,0.75073385,1.6657758
0,0,5.609537e-06,0.123443075,0.33422577
0,0,0.00010477681,0.26355663,1.665774
0,0,1.0055963e-05,0.090983674,0.3342262
0,0,9.099217e-06,0.097809024,1.0
1,1,0.9997694,0.092953324,4.0055037
0,0,3.195376e-05,0.27438846,-0.0036758184
0,0,3.4871625e-06,0.03499076,1.0
0,0,6.835941e-05,0.13715915,1.0
0,0,1.1039281e-05,0.12096537,1.0
1,1,0.99998486,0.92900634,4.007621
0,0,7.762502e-06,0.062307138,-0.0038710833
0,0,1.1407616e-05,0.07125478,1.0
1,1,0.99993575,0.09537164,4.0071383
1,0,0.9998739,0.22874177,0.6681638
1,1,0.9999629,0.094102204,3.3314734
0,0,1.3334324e-05,0.08593749,-0.0038512945
1,1,0.99995995,0.091540575,4.0073757
0,0,2.2689916e-05,0.13771379,-0.0038485527
0,0,7.0693127e-06,0.13418429,1.0
0,0,8.984096e-06,0.58250934,1.0
0,0,6.979281e-06,0.11969107,1.0
0,0,4.327029e-06,0.030054003,1.0
0,0,5.895698e-06,0.024949754,1.0
1,1,0.99999404,1.8370391,4.0077114
0,0,6.816925e-06,0.1604465,-0.003879428
0,0,4.721537e-06,0.044942558,1.0
0,0,5.114124e-06,0.03558565,1.0
0,0,1.3046037e-05,0.108722225,1.0
1,1,0.9999958,1.6313604,4.0077286
0,0,3.5716657e-05,0.21390094,-0.0038810968
1,1,0.99987805,0.58868474,4.006572
0,0,3.946821e-05,0.24690147,-0.0037744045
0,0,6.609618e-06,0.024806852,1.0
0,0,4.519752e-05,0.14387219,1.0
0,0,3.8530186e-05,0.458937,1.665774
0,0,1.3806052e-05,0.25535026,0.3342262
0,0,1.7767094e-05,0.09315696,1.0
1,1,0.9999944,3.1390967,4.0077147
0,0,1.4204741e-05,0.10781374,-0.0038797855
0,0,5.5074065e-06,0.036387786,1.0
0,0,8.86666e-06,0.06840512,1.0
1,1,0.9999862,3.1729414,4.007634
0,0,4.7120415e-05,0.09576677,-0.0038723946
1,1,0.9999964,1.2717456,4.0077343
1,0,0.99962604,0.46854156,0.6672338
0,0,4.3915836e-05,4.5888596,-0.003545761
0,0,4.141982e-06,0.03486302,0.3342259
0,0,9.436466e-05,3.3018212,1.6657763
0,0,5.3297877e-06,0.03451049,0.33422565
0,0,1.2254903e-05,0.045131084,1.0
0,0,7.496402e-05,0.09424953,1.0
0,0,5.5642486e-06,0.036984097,1.0
0,0,5.1007387e-06,0.028517304,1.0
0,0,5.2061405e-06,0.116384186,1.0
0,0,2.4990934e-05,0.36762625,1.0
0,0,2.1305052e-05,1.2648429,1.665774
0,0,0.00012123052,0.8494452,1.6657745
0,0,4.6212463e-06,0.032740876,0.33422607
0,0,5.8095993e-06,0.16797474,1.0
0,0,5.249039e-05,0.25187054,1.0
0,0,4.921373e-06,0.030692596,1.0
1,1,0.99991024,0.19866355,4.0068874
1,1,0.9999945,3.0931196,3.3316746
1,0,0.9999918,1.3994374,0.66843617
0,0,5.505196e-06,0.059464026,-0.0038774014
0,0,4.6874616e-06,0.035704214,1.0
0,0,0.0003990866,0.70114374,1.6657753
0,0,4.2491905e-05,0.111896895,0.3342259
0,0,1.5639402e-05,0.2690276,1.0
0,0,1.9064175e-05,0.3357512,1.0
1,0,0.77865285,0.10662908,2.1355684
0,0,8.666975e-06,0.02783782,0.2389602
0,0,1.7485558e-05,0.13451262,1.0
0,0,5.518705e-06,0.2814345,1.0
0,0,1.0097169e-05,0.051712163,1.0
0,0,0.0002154324,0.119799905,1.0
0,0,0.000103402715,0.3799537,1.665774
0,0,4.967536e-06,0.034527976,0.3342262
0,0,0.00096567447,0.13231179,0.33422506
0,0,9.796188e-06,0.31298783,1.6657745
0,0,6.6737234e-06,0.16081184,1.0
1,1,0.9999943,1.905689,4.0077133
0,0,7.9157064e-05,0.2768335,-0.0038796663
0,0,4.0843133e-05,0.24060254,0.3342262
0,0,4.9737555e-06,0.03947443,1.0
0,0,0.00019341003,0.12415404,1.0
0,0,0.00061581685,0.13455775,0.33422583
1,1,0.99968624,4.1611195,4.0046997
0,0,4.715188e-05,0.15116838,-0.0036016703
0,0,8.691301e-06,0.13944072,1.0
0,0,0.00010499735,0.6065713,1.6657743
0,0,0.00027234567,0.63224053,1.6657746
0,0,4.7392073e-06,0.11298935,0.334226
0,0,3.862289e-06,0.035003208,1.0
0,0,3.4213666e-05,0.106848225,1.0
0,0,1.5851223e-05,0.31419823,1.0
0,0,5.2362357e-05,7.8277164,1.6657771
0,0,8.983694e-06,0.04451933,0.33422548
0,0,5.196433e-06,0.031887446,1.0
0,0,3.2404678e-05,0.47910583,1.0
0,0,5.2890123e-06,0.028667964,1.0
0,0,2.0280606e-05,0.33053944,1.0
0,0,5.079705e-06,0.027703127,1.0
0,0,5.496224e-05,3.951213,1.6657755
0,0,7.7033415e-05,0.09306623,0.33422583
1,1,0.99998426,0.20533307,4.007615
0,0,2.2036826e-05,0.55549717,-0.0038706064
1,1,0.9999925,1.9081674,4.007696
0,0,0.00033880983,0.10581261,-0.0038781166
0,0,5.195269e-06,0.035399634,1.6657739
1,1,0.9999958,1.2336824,4.0077286
0,0,5.6108906e-06,0.051616754,-0.0038810968
0,0,1.0518944e-05,0.4614776,1.0
0,0,1.891647e-05,0.13387997,1.0
0,0,5.7914163e-05,0.095050834,1.0
0,0,3.269937e-05,0.48047057,1.0
0,0,5.724742e-06,0.090335794,1.0
0,0,3.392535e-05,0.21794368,1.0
0,0,8.3258e-05,0.097943425,1.0
0,0,5.4888187e-06,0.030729633,1.0
0,0,9.499686e-06,0.04962185,1.0
0,0,6.332472e-05,0.21614315,1.665774
0,0,3.868969e-05,0.45651406,1.0000001
0,0,7.908185e-06,0.060239322,0.3342262
0,0,7.197956e-06,0.13578735,1.0
0,0,0.0001244873,0.37550455,1.665774
0,0,5.273183e-06,0.033849593,0.3342262
1,1,0.999982,1.2444637,4.007593
0,0,8.046479e-05,0.2663534,-0.0038684607
0,0,1.291545e-05,0.14140609,0.3342262
1,1,0.99998534,2.2075098,4.007626
0,0,2.0684265e-05,0.08839188,-0.00387156
1,1,0.9999962,1.2585957,4.0077324
0,0,8.271927e-06,0.044639975,-0.0038813353
0,0,2.3136497e-05,0.13426554,1.0
0,0,2.0663407e-05,0.104378626,1.0
0,0,4.9344326e-05,0.11259475,1.0
0,0,5.0006816e-05,0.76116383,1.665774
0,0,7.5117105e-06,0.02836244,0.3342262
1,1,0.99998724,0.16472758,4.007644
0,0,2.5816122e-05,0.46814653,-0.003873229
0,0,5.8868436e-06,0.03746399,1.0
0,0,7.4607638e-06,0.07975014,1.0
0,0,7.211657e-06,0.02456755,1.0
0,0,5.0799987e-05,0.1468605,1.0
1,1,0.99829715,0.08583075,3.991053
1,1,0.9999821,2.061282,3.3347063
0,0,5.666049e-06,0.039101623,-0.003868699
0,0,4.0931252e-05,1.9417973,1.6657743
0,0,8.882309e-06,0.14015833,0.33422613
0,0,2.1129523e-05,0.25000548,1.0
0,0,5.505196e-06,0.059464037,1.0
1,1,0.9999852,2.178624,4.0076246
0,0,1.2594341e-05,0.27635574,-0.003871441
0,0,8.84224e-05,0.2449523,1.665774
0,0,3.1690668e-06,0.036410425,0.3342262
0,0,2.7052709e-05,0.035840623,1.0
0,0,0.00015280534,0.12839137,1.0
0,0,5.733342e-06,0.08665524,1.0
0,0,6.8928025e-06,0.11965151,1.0
0,0,3.7082007e-06,0.11379099,1.0
0,0,1.5145475e-05,0.27431735,1.0
0,0,1.8281684e-05,0.088965826,1.0
0,0,1.1556722e-05,0.1624319,1.0
0,0,4.921373e-06,0.02988233,1.0
0,0,1.7004824e-05,0.40025228,1.0
0,0,8.530069e-05,0.14004761,1.0
0,0,5.051613e-06,0.04636115,1.0
0,0,4.32936e-05,0.14033817,1.0
0,0,9.8920595e-05,0.47780913,1.665774
0,0,1.0445171e-05,0.043133512,0.3342262
0,0,6.3558e-05,0.56354797,1.665774
0,0,6.4861115e-06,0.053873207,0.3342262
0,0,5.3818653e-06,0.11034507,1.0
0,0,3.8530186e-05,0.4592628,1.665774
0,0,3.0977444e-05,1.0839835,1.0000001
0,0,2.2460292e-05,0.2828843,0.3342262
0,0,6.951004e-05,0.46738473,1.665774
0,0,5.037431e-06,0.03406663,0.3342262
0,0,0.0005358086,0.13572228,0.33422595
1,1,0.9997197,0.082412206,4.005016
0,0,9.370603e-06,0.13796386,-0.0036307573
0,0,3.9397873e-06,0.035522167,1.0
0,0,5.844799e-06,0.122220956,1.0
0,0,1.551444e-05,0.2822101,1.0
0,0,1.21812855e-05,0.10315876,1.0
0,0,0.00014924067,2.1989293,1.6657763
0,0,8.662015e-05,0.12977108,0.33422565
0,0,0.004698582,0.18202971,0.33419245
0,0,0.0010070753,0.11662686,1.6657902
0,0,3.143583e-05,0.4126787,1.6657748
0,0,7.069636e-06,0.02486754,0.3342262
1,1,0.9979001,0.09395197,3.9871607
0,0,3.7159727e-05,0.49148428,-0.0019786358
0,0,3.7583936e-06,0.046001907,0.3342262
0,0,1.5747997e-05,0.10306679,1.0
0,0,1.0329864e-05,0.16830699,1.0
1,1,0.9999752,1.7002814,4.0075264
1,0,0.99981433,0.093325906,0.6678916
0,0,9.995098e-06,0.07423658,-0.003716588
0,0,6.637975e-06,0.5514255,1.0
0,0,5.706852e-06,0.026548166,1.0
0,0,5.93596e-05,0.15518567,1.0
1,1,0.9999927,2.3701425,4.007698
0,0,3.5514295e-06,0.03499336,-0.0038782358
0,0,6.158371e-06,0.032956872,1.0
0,0,1.6135979e-05,0.02817327,1.0
0,0,5.114124e-06,0.025511937,1.0
1,1,0.99996877,0.09366095,4.0074625
0,0,0.00604997,25.596674,-0.0036201477
0,0,4.587034e-05,0.45351455,0.33397084
0,0,0.00041502112,0.15515944,0.33422613
0,0,0.0005635709,0.16413023,0.334226
0,0,1.2426158e-05,0.0853559,1.6657739
0,0,0.000113290116,0.24086417,1.0
0,0,0.00016835246,0.25362927,1.665774
0,0,7.57847e-06,0.10666483,0.3342262
0,0,6.053564e-06,0.060612544,1.0
0,0,5.289986e-06,0.04236632,1.0
0,0,5.1228226e-06,0.025017465,1.0
1,1,0.9999951,1.8557127,4.007722
1,0,0.999992,2.2427006,0.6684357
1,1,0.9999924,2.889867,3.3314974
0,0,1.4941261e-05,0.78733975,-0.0038778782
0,0,4.059636e-05,0.23064591,1.0
1,1,0.9995221,0.0860286,4.0030746
0,0,7.726718e-06,0.031963762,-0.003451705
0,0,0.0009808925,10.044055,1.6658515
0,0,0.0003007207,0.08947536,0.3342086
0,0,0.00034867803,0.12599772,0.33422613
0,0,3.035615e-05,0.3493523,1.6657739
0,0,5.8560026e-06,0.032377288,1.0
0,0,2.2036826e-05,0.4941445,1.0
0,0,5.7026687e-06,0.05522893,1.0
0,0,9.071914e-06,0.046292987,1.0
0,0,0.00013715583,0.30151758,1.665774
0,0,3.6457113e-05,0.45825094,0.3342262
1,1,0.9999441,0.25223118,4.0072203
0,0,3.1559463e-05,0.20561405,-0.0038342476
0,0,1.1160708e-05,0.07086731,1.0
1,1,0.99975556,0.08999637,4.005368
0,0,5.3991414e-05,0.1343191,-0.0036633015
0,0,9.106595e-06,0.028636517,1.0
0,0,5.6108906e-06,0.046999123,1.0
0,0,1.4511876e-05,0.2561811,1.0
0,0,7.083431e-06,0.026118163,1.0
0,0,7.406094e-06,0.071053535,1.0
0,0,1.2847541e-05,1.064594,1.0
0,0,1.2092591e-05,0.101480566,1.0
0,0,5.6553185e-05,0.38668782,1.665774
1,1,0.9999962,1.5263025,4.0077324
1,0,0.9999752,0.09564418,0.6683786
0,0,4.6590767e-06,0.032272056,-0.003862381
0,0,5.0000936e-06,0.040570762,1.0
1,1,0.9999864,2.4984093,4.0076365
1,1,0.99999154,3.9546661,3.3315015
0,0,0.00025462717,0.2029989,-0.003877163
0,0,2.7106888e-05,0.08938578,1.0
0,0,0.00013931835,0.08981669,1.0
0,0,7.681174e-06,0.033227313,1.0
1,1,0.9999924,1.8988913,4.0076947
1,1,0.99999475,1.4366256,3.3315172
0,0,0.00010963501,0.43754554,-0.003880024
0,0,6.9363564e-06,0.53482807,0.3342262
0,0,3.7598133e-05,0.23263718,1.0
0,0,1.1433985e-05,0.16676015,1.0
1,1,0.9999815,0.098052405,4.0075884
1,0,0.99998116,1.6983355,0.66842663
0,0,8.297581e-06,0.13489272,-0.0038677454
0,0,6.8684312e-06,0.027987136,1.0
1,1,0.9999964,1.8652078,4.0077343
0,0,0.00019439566,0.7541808,-0.0038813353
1,1,0.9999963,1.5995494,4.007733
0,0,2.5050467e-05,0.09802723,-0.0038814545
0,0,1.0974892e-05,0.08604726,1.0
0,0,5.4370234e-06,0.08489847,1.0
0,0,2.2036826e-05,0.4918966,1.0
0,0,4.334389e-06,0.025804114,1.0
0,0,1.2025052e-05,0.15727074,1.0
1,1,0.99990594,0.19190603,4.0068455
0,0,4.7609996e-05,0.23754047,-0.0037995577
0,0,1.7121414e-05,0.0781609,1.0
0,0,0.00048559348,0.20032689,0.33422613
0,0,5.377084e-06,0.047284205,1.6657739
0,0,1.2042839e-05,0.10649984,1.0
0,0,7.957093e-06,0.045173123,1.0
0,0,5.056298e-06,0.038601357,1.0
0,0,9.228964e-05,0.09834718,1.0
0,0,1.797618e-05,0.08499416,1.0
0,0,5.0791673e-06,0.042273182,1.0
0,0,0.0012734951,0.47944176,0.33422536
0,0,4.933384e-06,0.038959432,1.6657743
0,0,3.1171785e-05,0.23256569,1.0
0,0,3.9547135e-06,0.061258707,1.0
0,0,0.00019285426,1.6852665,1.6657763
0,0,0.00065405894,0.13493058,0.33422518
0,0,3.2419546e-05,0.65686035,1.6657743
0,0,0.00014447985,0.08981954,0.3342262
0,0,7.957093e-06,0.059249736,1.0
0,0,5.5602754e-06,0.029061636,1.0
0,0,9.057444e-05,0.3429371,1.665774
0,0,8.642527e-05,0.462049,1.0000001
0,0,8.3391815e-06,0.045642015,0.3342262
0,0,7.012854e-06,0.11590404,1.0
0,0,5.3491276e-06,0.03546711,1.0
1,1,0.99948883,0.08545355,4.0027485
1,1,0.99972767,1.2900683,3.3301997
1,1,0.9999821,0.17297338,3.331922
0,0,1.1769829e-05,0.08753034,-0.003868699
0,0,3.9397873e-06,0.037217166,1.0
1,1,0.99999595,2.313718,4.0077295
1,0,0.99998665,3.550905,0.66841674
0,0,7.069636e-06,0.024529956,-0.0038727522
0,0,3.7398981e-06,0.032826938,1.0
0,0,2.5682293e-05,0.27884862,1.0
0,0,4.845078e-05,44.929073,1.665792
0,0,2.1673512e-05,2.1343853,0.33422226
1,1,0.99971503,4.8090324,4.004983
1,1,0.9999962,1.3448045,3.332066
0,0,6.264897e-06,0.12743707,-0.0038813353
0,0,0.00090354844,0.09427479,0.33422506
1,1,0.99932086,0.16616538,4.0011
0,0,1.5585814e-05,0.45981157,-0.0032691956
0,0,7.4432955e-06,2.1085603,1.0
0,0,5.8940004e-06,0.041096956,1.0
0,0,0.0013991658,0.1357022,0.33422357
0,0,2.753556e-05,0.36060873,1.6657753
0,0,6.1777486e-05,3.4929688,1.6657755
0,0,4.797085e-05,0.10760821,0.33422583
0,0,4.750719e-06,0.040558107,1.0
0,0,5.279035e-06,0.048564646,1.0
0,0,4.7419785e-06,0.035793256,1.0
0,0,3.6570943e-06,0.11047559,1.0
0,0,5.6194854e-06,0.040821496,1.0
0,0,3.5712374e-06,0.03368366,1.0
0,0,5.6706984e-05,0.09061216,1.0
0,0,6.365952e-06,0.02891357,1.0
1,1,0.9999902,2.07186,4.0076733
0,0,9.518449e-06,0.7770454,-0.0038759708
1,1,0.99969363,4.676763,4.004773
0,0,1.0999201e-05,0.15501706,-0.0036084652
0,0,8.338275e-06,0.24402547,1.0
0,0,4.9737555e-06,0.039488513,1.0
0,0,1.6728824e-05,0.1698074,1.0
0,0,8.313375e-06,0.055774048,1.0
1,1,0.99889237,0.0844233,3.9968925
0,0,8.800118e-06,0.3079543,-0.0028803349
1,1,0.99997675,0.72290945,4.007541
0,0,6.2209174e-06,0.2756819,-0.0038638115
0,0,8.223632e-06,0.07999649,1.0
1,1,0.999979,0.86014205,4.0075636
0,0,5.543366e-05,0.21462746,-0.003865838
0,0,8.704648e-06,0.025200767,1.0
0,0,2.237977e-05,0.13016018,1.0
0,0,1.0605085e-05,0.26089835,1.0
0,0,5.21913e-06,0.08332908,1.0
0,0,3.0338957e-05,0.34316283,1.0
